country,Year,Wind Generation - TWh,Solar Generation - TWh,Geo Biomass Other - TWh,Hydro Generation - TWh,Code,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Electricity from other renewables including bioenergy (TWh)
Mexico,1994,0.005,0.005,6.2185254,20.27131944,MEX,0.005,20.271,0.005,6.219
Mexico,1995,0.007,0.005,6.414443481,27.59866667,MEX,0.007,27.599,0.005,6.414
Mexico,1996,0.006,0.006,6.184555154,31.33627778,MEX,0.006,31.336,0.006,6.185
Mexico,1997,0.012,0.006,5.883246225,26.36209722,MEX,0.012,26.362,0.006,5.883
Mexico,1998,0.015,0.007,6.138586032,24.59294444,MEX,0.015,24.593,0.007,6.139
Mexico,1999,0.017,0.007,6.060001313,32.71232,MEX,0.017,32.712,0.007,6.06
Mexico,2000,0.019,0.007,6.358645108,33.07488,MEX,0.02,32.8,0.01,11.68
Mexico,2001,0.018,0.008,6.247497045,28.43533,MEX,0.02,28.22,0.01,11.31
Mexico,2002,0.021,0.008,6.071060368,24.86159,MEX,0.02,24.7,0.01,10.94
Mexico,2003,0.019,0.008,6.949712539,19.852205,MEX,0.02,19.68,0.01,12.4
Mexico,2004,0.02,0.009,7.261834336,25.17639361,MEX,0.02,24.95,0.01,13.21
Mexico,2005,0.019,0.009,8.13751914,27.70944556,MEX,0.02,27.38,0.01,14.88
Mexico,2006,0.045,0.01,7.48738685,30.44647472,MEX,0.06,30.09,0.01,13.47
Mexico,2007,0.248,0.009,8.249912841,27.33967417,MEX,0.26,27.0,0.01,14.87
Mexico,2008,0.255,0.019,7.896158096,39.22390917,MEX,0.27,38.79,0.01,14.15
Mexico,2009,0.596352778,0.027,7.547069263,26.72200556,MEX,0.6,26.45,0.01,13.53
Mexico,2010,1.239111111,0.031,7.446049653,37.15799056,MEX,1.24,36.79,0.03,13.54
Mexico,2011,1.648321389,0.041,7.366924462,36.27041917,MEX,1.65,35.93,0.04,13.62
Mexico,2012,3.688310278,0.069,6.760935214,31.91068806,MEX,3.69,31.59,0.07,12.35
Mexico,2013,4.184543889,0.106,7.322260778,28.02132194,MEX,4.18,27.72,0.11,12.82
Mexico,2014,6.426196667,0.221,7.136634289,38.89276889,MEX,6.43,38.55,0.22,12.52
Mexico,2015,8.745094722,0.2021975,7.63215399,30.89154056,MEX,8.74,30.61,0.24,13.34
Mexico,2016,10.37809472,0.143789167,7.609291411,30.69735306,MEX,10.38,29.74,0.46,13.16
Mexico,2017,10.61978167,1.185388334,8.123817313,31.84765583,MEX,10.44,31.74,1.09,13.34
Mexico,2018,13.08861111,3.18,9.63403574,32.48555556,MEX,12.88,32.38,1.36,26.25
Mexico,2019,16.72666668,7.366388895,8.225945146,23.60805557,MEX,16.88,23.85,7.06,26.46
Mexico,2020,19.70681841,11.87352963,7.59609979,26.83687235,MEX,19.7,23.12,13.53,16.41
Middle Africa,1990,0.0,0.0,0.003,10.288,,0.0,10.288,0.0,0.003
Middle Africa,1991,0.0,0.0,0.008,9.976,,0.0,9.976,0.0,0.008
Middle Africa,1992,0.0,0.0,0.008,10.821,,0.0,10.821,0.0,0.008
Middle Africa,1993,0.0,0.0,0.008,10.213,,0.0,10.213,0.0,0.008
Middle Africa,1994,0.0,0.0,0.009,9.732,,0.0,9.732,0.0,0.009
Middle Africa,1995,0.0,0.0,0.009,10.831,,0.0,10.831,0.0,0.009
Middle Africa,1996,0.0,0.0,0.007,10.867,,0.0,10.867,0.0,0.007
Middle Africa,1997,0.0,0.0,0.007,10.138,,0.0,10.138,0.0,0.007
Middle Africa,1998,0.0,0.0,0.007,9.925,,0.0,9.925,0.0,0.007
Middle Africa,1999,0.0,0.0,0.007,10.329,,0.0,10.329,0.0,0.007
Middle Africa,2000,0.0,0.0,0.007,11.3598,,0.0,11.36,0.0,0.007
Middle Africa,2001,0.0,4.8e-05,0.007,11.6228,,0.0,11.623,0.0,0.007
Middle Africa,2002,0.0,0.000405,0.007,11.7011,,0.0,11.701,0.0,0.007
Middle Africa,2003,0.0,0.000587,0.007,12.1149,,0.0,12.115,0.001,0.007
Middle Africa,2004,0.0,0.000834,0.007,13.9772,,0.0,13.977,0.001,0.007
Middle Africa,2005,0.0,0.001256,0.008,14.4562,,0.0,14.456,0.001,0.008
Middle Africa,2006,0.0,0.001637,0.65,15.644,,0.0,15.644,0.002,0.65
Middle Africa,2007,0.0,0.004487,0.084,15.122,,0.0,15.122,0.004,0.084
Middle Africa,2008,0.0,0.007803,0.085,16.192,,0.0,16.192,0.008,0.085
Middle Africa,2009,0.0,0.010288,0.079,16.12,,0.0,16.12,0.01,0.079
Middle Africa,2010,0.0,0.013519,0.067,16.8208,,0.0,16.821,0.014,0.067
Middle Africa,2011,0.0,0.016594,0.07,17.116,,0.0,17.116,0.017,0.07
Middle Africa,2012,0.0,0.020063,0.073,16.9244,,0.0,16.924,0.02,0.073
Middle Africa,2013,0.0,0.023546,0.078,19.3679,,0.0,19.368,0.024,0.078
Middle Africa,2014,0.0,0.028389,0.082,20.4127,,0.0,20.413,0.028,0.082
Middle Africa,2015,0.0,0.032699,0.045,20.7246,,0.0,20.725,0.033,0.045
Middle Africa,2016,0.0089,0.038616,0.048,21.4936,,0.009,21.494,0.039,0.048
Middle Africa,2017,0.0089,0.045344,0.048976,24.62794987,,0.009,24.628,0.045,0.049
Middle Africa,2018,0.0089,0.068228314,0.050622,26.80278625,,0.009,26.803,0.068,0.051
Middle Africa,2019,0.0089,0.068251034,0.050622,29.01329545,,0.009,29.013,0.068,0.051
Middle Africa,2020,0.0089,0.068422472,0.050622,30.4748086,,0.009,30.475,0.068,0.051
Middle East,1990,0.001,0.0,0.0,15.273264,,0.001,15.273,0.0,0.0
Middle East,1991,0.001,0.0,0.0,11.009184,,0.001,11.009,0.0,0.0
Middle East,1992,0.001,0.0,0.0,17.827066,,0.001,17.827,0.0,0.0
Middle East,1993,0.001,0.0,0.0,20.046732,,0.001,20.047,0.0,0.0
Middle East,1994,0.001,0.0,0.0,16.549761,,0.001,16.55,0.0,0.0
Middle East,1995,0.001,0.0,0.0,18.652707,,0.001,18.653,0.0,0.0
Middle East,1996,0.001,0.0,0.0,18.698375,,0.001,18.698,0.0,0.0
Middle East,1997,0.003,0.0,0.0,15.927055,,0.003,15.927,0.0,0.0
Middle East,1998,0.003,0.0,0.0,17.21056,,0.003,17.211,0.0,0.0
Middle East,1999,0.038,0.0,0.0,11.80105,,0.038,11.801,0.0,0.0
Middle East,2000,0.0395,0.0,0.003,10.722177,,0.04,7.95,0.0,0.03
Middle East,2001,0.0467,0.0,0.005,11.617796,,0.04,9.4,0.0,0.03
Middle East,2002,0.0443,0.0,0.005,16.823881,,0.04,11.68,0.0,0.03
Middle East,2003,0.0426,0.0,0.006,18.484583,,0.04,15.57,0.0,0.03
Middle East,2004,0.0614,0.0,0.006,23.082362,,0.06,16.33,0.0,0.03
Middle East,2005,0.086,0.0,0.005,23.918103,,0.08,27.29,0.0,0.04
Middle East,2006,0.1394,0.0001,0.006,28.254223,,0.14,28.78,0.0,0.05
Middle East,2007,0.155,0.0001,0.01,26.705812,,0.15,27.58,0.0,0.06
Middle East,2008,0.2101,0.003509,0.016,13.690433,,0.21,11.69,0.0,0.06
Middle East,2009,0.2405,0.034263,0.0507,12.116322,,0.23,12.9,0.03,0.07
Middle East,2010,0.2222,0.0977515,0.0802,17.390324,,0.17,17.64,0.09,0.09
Middle East,2011,0.2258,0.226665,0.217844,18.255754,,0.23,19.43,0.23,0.12
Middle East,2012,0.2166,0.430906603,0.219444,21.407371,,0.22,20.96,0.44,0.13
Middle East,2013,0.228089,0.691371,0.183244,23.509758,,0.4,23.46,0.68,0.14
Middle East,2014,0.217278,1.3069485,0.268444,19.94348,,0.39,19.2,1.29,0.18
Middle East,2015,0.381789,1.838847,0.211444,16.767386,,0.37,17.42,1.67,0.25
Middle East,2016,0.678,2.796782,0.317444,20.145979,,0.71,20.94,2.6,0.3
Middle East,2017,0.795329,3.908569,0.322684,20.614757,,0.98,18.25,3.64,0.3
Middle East,2018,1.33765,6.040245181,0.337284,14.33352371,,1.47,18.52,5.51,0.29
Middle East,2019,1.552081405,11.87950361,0.333284,33.17831685,,1.67,34.48,11.1,0.29
Middle East,2020,1.90417928,16.36623426,0.333284,25.43413911,,1.72,31.27,12.22,0.29
Morocco,1990,0.0,0.0,0.0,1.22,MAR,0.0,1.22,0.0,0.0
Morocco,1991,0.0,0.0,0.0,1.226,MAR,0.0,1.226,0.0,0.0
Morocco,1992,0.0,0.0,0.0,0.964,MAR,0.0,0.964,0.0,0.0
Morocco,1993,0.0,0.0,0.0,0.443,MAR,0.0,0.443,0.0,0.0
Morocco,1994,0.0,0.0,0.0,0.84,MAR,0.0,0.84,0.0,0.0
Morocco,1995,0.0,0.0,0.0,0.611,MAR,0.0,0.611,0.0,0.0
Morocco,1996,0.0,0.0,0.0,1.957,MAR,0.0,1.957,0.0,0.0
Morocco,1997,0.0,0.0,0.0,2.083,MAR,0.0,2.083,0.0,0.0
Morocco,1998,0.0,0.0,0.0,1.777,MAR,0.0,1.777,0.0,0.0
Morocco,1999,0.0,0.0,0.0,0.825,MAR,0.0,0.825,0.0,0.0
Morocco,2000,0.064,0.0,0.0,0.718,MAR,0.06,0.71,0.0,0.0
Morocco,2001,0.2058,0.0,0.0,0.8623,MAR,0.21,0.86,0.0,0.0
Morocco,2002,0.1939,0.00010101,0.0,0.842,MAR,0.19,0.84,0.0,0.0
Morocco,2003,0.2028,0.00010101,0.0,1.441711712,MAR,0.2,1.44,0.0,0.0
Morocco,2004,0.1989,0.00010101,0.0,1.5913,MAR,0.2,1.59,0.0,0.0
Morocco,2005,0.2063,0.00010101,0.0,0.9647,MAR,0.21,0.97,0.0,0.0
Morocco,2006,0.1832,0.00010101,0.0,0.9825,MAR,0.18,0.99,0.0,0.0
Morocco,2007,0.2789,0.00010101,0.0,0.902,MAR,0.28,0.91,0.0,0.0
Morocco,2008,0.2982,0.00010101,0.0,0.9158,MAR,0.3,0.92,0.0,0.0
Morocco,2009,0.3911,0.00010101,0.0,2.5683,MAR,0.39,2.54,0.0,0.0
Morocco,2010,0.6588,0.00010101,0.0,3.4678,MAR,0.66,3.43,0.0,0.01
Morocco,2011,0.6922,0.00010101,0.0,2.0054,MAR,0.69,1.99,0.0,0.01
Morocco,2012,0.728,0.000101283,0.0,1.631,MAR,0.73,1.62,0.0,0.01
Morocco,2013,1.2149,0.00010101,0.0,2.785,MAR,1.36,2.76,0.0,0.01
Morocco,2014,1.9238,0.00010101,0.0,1.6374,MAR,1.92,1.62,0.0,0.01
Morocco,2015,2.5194,0.0057,0.0,1.885,MAR,2.52,1.87,0.0,0.03
Morocco,2016,3.0001,0.4015,0.0,1.2557,MAR,3.0,1.24,0.0,0.04
Morocco,2017,3.0349,0.4153,0.0,1.184712,MAR,3.04,1.17,0.0,0.04
Morocco,2018,3.840743,0.950155,0.0,1.693443,MAR,3.84,1.68,0.16,0.03
Morocco,2019,4.69919,1.581462,0.0,1.262781,MAR,4.7,1.64,0.4,0.04
Morocco,2020,5.389683203,1.581462,0.0,1.147086191,MAR,4.59,1.55,0.38,0.04
Netherlands,1990,0.056,0.0,0.67,0.085,NLD,0.06,0.09,0.0,0.67
Netherlands,1991,0.088,0.0,0.75,0.104,NLD,0.09,0.1,0.0,0.74
Netherlands,1992,0.147,0.001,0.752,0.12,NLD,0.15,0.12,0.0,0.73
Netherlands,1993,0.174,0.001,0.863,0.092,NLD,0.17,0.09,0.0,0.84
Netherlands,1994,0.238,1e-05,0.939,0.1,NLD,0.24,0.1,0.0,0.92
Netherlands,1995,0.317,0.001,1.017,0.088,NLD,0.32,0.09,0.0,1.0
Netherlands,1996,0.437,0.002,1.316,0.08,NLD,0.44,0.08,0.0,1.3
Netherlands,1997,0.475,0.002,1.463,0.092,NLD,0.47,0.09,0.0,1.45
Netherlands,1998,0.64,0.0035,1.590281,0.11231,NLD,0.64,0.11,0.0,1.57
Netherlands,1999,0.645,0.00527,1.788338,0.090249,NLD,0.64,0.09,0.01,1.77
Netherlands,2000,0.829,0.00771,2.013194,0.142393,NLD,0.83,0.14,0.01,1.99
Netherlands,2001,0.825,0.01306,2.358034,0.117324,NLD,0.83,0.12,0.01,2.35
Netherlands,2002,0.946,0.01704,2.906752,0.109636,NLD,0.95,0.11,0.02,2.9
Netherlands,2003,1.318,0.03074,2.547534,0.072023,NLD,1.32,0.07,0.03,2.54
Netherlands,2004,1.867,0.03314,3.324906,0.095732,NLD,1.87,0.09,0.03,3.31
Netherlands,2005,2.067,0.034199,5.276719,0.088,NLD,2.07,0.09,0.04,5.26
Netherlands,2006,2.734,0.035223,5.194,0.105199,NLD,2.73,0.11,0.04,5.17
Netherlands,2007,3.437,0.035712,4.026282,0.107,NLD,3.44,0.11,0.04,4.0
Netherlands,2008,4.258333,0.038889,5.082893,0.1,NLD,4.26,0.1,0.04,5.13
Netherlands,2009,4.583333,0.044444,6.111,0.097222,NLD,4.58,0.1,0.04,6.11
Netherlands,2010,3.993056,0.059444,7.058056,0.104167,NLD,3.99,0.1,0.06,7.04
Netherlands,2011,5.100171,0.100344,7.083559,0.057,NLD,5.1,0.06,0.1,7.06
Netherlands,2012,4.981829,0.253753,7.203605,0.104388,NLD,4.98,0.1,0.19,7.2
Netherlands,2013,5.627148,0.5159,5.954,0.114312,NLD,5.63,0.11,0.41,5.95
Netherlands,2014,5.797334,0.784762,5.013182,0.111925,NLD,5.8,0.11,0.73,5.01
Netherlands,2015,7.549873,1.121509,4.93,0.093,NLD,7.55,0.09,1.11,4.92
Netherlands,2016,8.170458,1.559424,4.90458,0.100079,NLD,8.17,0.1,1.6,4.91
Netherlands,2017,10.568801,2.204346,4.59935,0.060757,NLD,10.57,0.06,2.21,4.6
Netherlands,2018,10.548511,3.709364,4.571278,0.072348,NLD,10.55,0.07,3.71,4.58
Netherlands,2019,11.507927,5.336055,5.814188,0.074182,NLD,11.51,0.07,5.4,5.81
Netherlands,2020,15.268444,8.056083036,8.68201817,0.046368,NLD,15.34,0.05,8.77,8.85
New Zealand,1990,0.0,0.0,2.608536842,23.18530303,NZL,0.0,23.185,0.0,2.609
New Zealand,1991,0.0,0.0,2.785168421,22.89446465,NZL,0.0,22.894,0.0,2.785
New Zealand,1992,0.000690909,0.0,2.761105263,21.09266667,NZL,0.001,21.093,0.0,2.761
New Zealand,1993,0.000985859,0.0,2.883210526,23.49289899,NZL,0.001,23.493,0.0,2.883
New Zealand,1994,0.001010101,0.0,2.736631579,25.83708081,NZL,0.001,25.837,0.0,2.737
New Zealand,1995,0.001010101,0.0,2.68163,27.53475758,NZL,0.001,27.535,0.0,2.682
New Zealand,1996,0.008326263,0.0,2.625497053,26.18292929,NZL,0.008,26.183,0.0,2.625
New Zealand,1997,0.013593556,0.0,2.717384211,23.25816162,NZL,0.014,23.258,0.0,2.717
New Zealand,1998,0.022069697,0.0,3.085457158,25.31933333,NZL,0.022,25.319,0.0,3.085
New Zealand,1999,0.038992929,0.0,3.309065263,22.91953535,NZL,0.039,22.92,0.0,3.309
New Zealand,2000,0.120208081,0.0,3.479374737,24.4349697,NZL,0.12,24.19,0.0,3.6
New Zealand,2001,0.138987879,0.0,3.304957895,21.68116162,NZL,0.14,21.46,0.0,3.67
New Zealand,2002,0.155483175,0.0,3.175872031,24.87302496,NZL,0.16,24.67,0.0,3.64
New Zealand,2003,0.146540963,0.0,3.109105175,23.62279654,NZL,0.15,23.38,0.0,3.72
New Zealand,2004,0.361536664,0.0,3.214028747,27.24008748,NZL,0.36,26.66,0.0,3.62
New Zealand,2005,0.614385909,0.0,3.628733543,23.32755525,NZL,0.61,23.09,0.0,4.3
New Zealand,2006,0.622216866,0.0,3.888909929,23.57322045,NZL,0.62,23.34,0.0,4.53
New Zealand,2007,0.929879852,0.003405895,4.082557291,23.64049908,NZL,0.93,23.4,0.0,4.47
New Zealand,2008,1.058457695,0.003455616,4.729699258,22.34733764,NZL,1.06,22.11,0.0,5.17
New Zealand,2009,1.476460904,0.003589863,5.418774847,24.21744122,NZL,1.48,23.98,0.0,5.63
New Zealand,2010,1.637175763,0.003828525,6.44307175,24.72650624,NZL,1.64,24.48,0.0,6.3
New Zealand,2011,1.957218921,0.004126869,6.790536773,25.11066724,NZL,1.96,24.86,0.0,6.36
New Zealand,2012,2.07919556,0.004822949,6.878873563,22.89665603,NZL,2.08,22.67,0.0,6.57
New Zealand,2013,2.021870415,0.006628901,7.217165714,23.02907294,NZL,2.02,22.8,0.01,6.79
New Zealand,2014,2.211223767,0.018611273,7.988319337,24.31806076,NZL,2.21,24.08,0.02,7.49
New Zealand,2015,2.364129919,0.036799051,8.576232014,24.52994288,NZL,2.36,24.28,0.04,8.02
New Zealand,2016,2.330692112,0.057077441,8.563606927,25.92251076,NZL,2.33,25.66,0.06,7.91
New Zealand,2017,2.086400354,0.077382385,8.57164371,24.95029084,NZL,2.09,24.93,0.08,8.04
New Zealand,2018,2.067359865,0.100928246,8.508799463,26.29266716,NZL,2.07,26.03,0.1,8.03
New Zealand,2019,2.254671077,0.128614805,8.59002016,25.57720264,NZL,2.25,25.33,0.13,8.01
New Zealand,2020,2.302228225,0.160141922,8.615823789,24.22993296,NZL,2.3,23.98,0.16,8.81
Non-OECD,1990,0.034333333,0.002,15.56839529,929.4240907,,0.034,929.424,0.002,15.568
Non-OECD,1991,0.123000909,0.002,15.64374025,965.7477478,,0.123,965.748,0.002,15.644
Non-OECD,1992,0.220783131,0.003,17.26008349,978.320944,,0.221,978.321,0.003,17.26
Non-OECD,1993,0.312035657,0.004,16.95359581,1034.305873,,0.312,1034.306,0.004,16.954
Non-OECD,1994,0.589907273,0.005,18.97172703,1092.605718,,0.59,1092.606,0.005,18.972
Non-OECD,1995,1.128285152,0.008010101,22.64236614,1133.76413,,1.128,1133.764,0.008,22.642
Non-OECD,1996,1.024619456,0.015060606,23.91400096,1132.947499,,1.025,1132.947,0.015,23.914
Non-OECD,1997,1.304578444,0.017062606,27.32151875,1154.361451,,1.305,1154.361,0.017,27.322
Non-OECD,1998,1.565933658,0.020089606,29.84430081,1208.307775,,1.566,1208.308,0.02,29.844
Non-OECD,1999,2.138893038,0.023196616,34.9033149,1214.212722,,2.139,1214.213,0.023,34.903
Non-OECD,2000,2.659596977,0.044632707,39.36631994,1256.798838,,2.66,1256.799,0.045,39.366
Non-OECD,2001,3.612711655,0.064547207,41.7111229,1290.377092,,3.613,1290.377,0.065,41.711
Non-OECD,2002,3.907608396,0.088658435,43.90940704,1315.28544,,3.908,1315.285,0.089,43.909
Non-OECD,2003,4.678339579,0.115291618,47.13342002,1335.478715,,4.678,1335.479,0.115,47.133
Non-OECD,2004,7.899769683,0.1386979,50.55816226,1498.100623,,7.9,1498.101,0.139,50.558
Non-OECD,2005,9.469674413,0.16361147,54.25657343,1581.232174,,9.47,1581.232,0.164,54.257
Non-OECD,2006,15.19764714,0.215106712,61.34674358,1668.979555,,15.198,1668.98,0.215,61.347
Non-OECD,2007,20.12488721,0.311340724,70.29618543,1756.178067,,20.125,1756.178,0.311,70.296
Non-OECD,2008,31.50778938,0.403553551,81.73393896,1879.426775,,31.508,1879.427,0.404,81.734
Non-OECD,2009,48.95377126,0.618161058,95.15990127,1891.177211,,48.954,1891.177,0.618,95.16
Non-OECD,2010,76.93587333,1.333822552,113.5881839,2037.348151,,76.936,2037.348,1.334,113.588
Non-OECD,2011,109.0714609,4.677506263,121.6159399,2064.587129,,109.071,2064.587,4.678,121.616
Non-OECD,2012,147.039565,9.252809736,132.8713317,2208.144298,,147.04,2208.144,9.253,132.871
Non-OECD,2013,191.6452689,17.95914023,149.1794022,2336.682851,,191.645,2336.683,17.959,149.179
Non-OECD,2014,226.7967472,38.20627781,171.6011324,2456.364012,,226.797,2456.364,38.206,171.601
Non-OECD,2015,271.9864702,60.90543759,187.6211849,2462.858861,,271.986,2462.859,60.905,187.621
Non-OECD,2016,354.2677574,98.94853927,200.2100645,2569.509408,,354.268,2569.509,98.949,200.21
Non-OECD,2017,441.8742465,167.6226468,222.8829995,2621.3889,,441.874,2621.389,167.623,222.883
Non-OECD,2018,524.8149324,251.1619801,246.0301399,2695.545267,,524.815,2695.545,251.162,246.03
Non-OECD,2019,587.3335391,329.1681554,273.3784405,2783.676013,,587.334,2783.676,329.168,273.378
Non-OECD,2020,658.2703895,400.0193698,300.0841667,2817.10682,,658.27,2817.107,400.019,300.084
North America,1990,2.819686869,0.371794949,66.53731526,612.4451818,,2.82,612.445,0.372,66.568
North America,1991,2.983677778,0.480252873,70.36827563,617.2272699,,2.984,617.227,0.48,70.393
North America,1992,2.976689899,0.413897109,75.64593509,593.4140268,,2.977,593.414,0.414,75.676
North America,1993,3.096188889,0.481214524,78.24148435,628.119774,,3.096,628.12,0.481,78.269
North America,1994,3.545928283,0.508925425,78.30638277,607.4682215,,3.546,607.468,0.509,78.338
North America,1995,3.262215152,0.523313678,76.81738876,672.8782162,,3.262,672.878,0.523,76.85
North America,1996,3.334736364,0.553235954,78.53902995,733.4778323,,3.335,733.478,0.553,78.556
North America,1997,3.395247475,0.545643096,79.87154943,731.0148396,,3.395,731.015,0.546,79.89
North America,1998,3.133258586,0.541764609,80.74296554,677.5521434,,3.133,677.552,0.542,80.761
North America,1999,4.712331313,0.538605228,81.48087001,694.3182846,,4.712,694.318,0.539,81.499
North America,2000,5.932758586,0.541933707,81.85850952,662.5963083,,6.07,674.56,0.52,98.57
North America,2001,7.152384848,0.601930003,82.75008204,570.1963593,,7.31,581.36,0.57,88.09
North America,2002,10.88486869,0.63233444,87.90652127,632.3038082,,11.07,643.29,0.58,93.18
North America,2003,12.00947071,0.641443792,87.69914659,625.9625373,,12.4,637.87,0.56,93.9
North America,2004,15.25160707,0.721395596,89.01173328,626.1293987,,15.45,640.62,0.6,96.08
North America,2005,19.56145354,0.776374318,89.88983493,656.0929395,,19.7,669.19,0.58,100.18
North America,2006,29.35071414,0.85711634,89.50728264,668.8777747,,29.49,682.6,0.54,98.92
North America,2007,38.02311206,1.133357867,91.11012021,638.0051964,,38.06,651.78,0.65,101.8
North America,2008,59.96583737,1.687062564,89.4265981,667.7655011,,59.73,683.18,0.91,99.82
North America,2009,81.87046086,2.211960394,89.64898716,666.9424904,,81.71,681.32,1.0,102.08
North America,2010,105.5716323,3.299036421,92.80545386,645.8174774,,105.35,662.75,1.51,105.59
North America,2011,133.2273992,5.351904128,93.35586762,728.0894848,,133.04,744.03,2.47,105.92
North America,2012,157.2439426,9.987013756,94.71085627,686.2078517,,157.46,704.26,5.39,107.6
North America,2013,184.8650833,17.64469548,99.02340288,686.3600421,,192.11,703.98,10.8,111.73
North America,2014,202.7334502,31.55716162,101.002109,677.1447275,,213.39,693.99,31.49,114.01
North America,2015,228.3564836,42.52346013,101.3555982,659.5379254,,230.33,676.92,43.05,112.99
North America,2016,270.5966281,59.59631341,101.6913809,679.8934409,,272.44,697.4,60.9,113.99
North America,2017,299.0048059,82.81670248,97.48619837,723.2414871,,300.49,746.22,83.92,109.03
North America,2018,321.6547475,101.2850505,102.0688473,707.8941131,,324.78,730.52,100.95,125.39
North America,2019,348.2575323,119.557099,95.30850936,688.7446455,,353.3,711.25,121.21,122.51
North America,2020,396.7282981,150.268562,95.11644715,700.1852032,,401.31,713.85,151.75,109.75
North Macedonia,1990,0.0,0.0,0.0,0.491,MKD,0.0,0.49,0.0,0.0
North Macedonia,1991,0.0,0.0,0.0,0.848,MKD,0.0,0.85,0.0,0.0
North Macedonia,1992,0.0,0.0,0.0,0.848,MKD,0.0,0.85,0.0,0.0
North Macedonia,1993,0.0,0.0,0.0,0.522,MKD,0.0,0.52,0.0,0.0
North Macedonia,1994,0.0,0.0,0.0,0.695,MKD,0.0,0.69,0.0,0.0
North Macedonia,1995,0.0,0.0,0.0,0.801,MKD,0.0,0.8,0.0,0.0
North Macedonia,1996,0.0,0.0,0.0,0.85,MKD,0.0,0.85,0.0,0.0
North Macedonia,1997,0.0,0.0,0.0,0.9,MKD,0.0,0.9,0.0,0.0
North Macedonia,1998,0.0,0.0,0.0,1.083,MKD,0.0,1.08,0.0,0.0
North Macedonia,1999,0.0,0.0,0.0,1.389,MKD,0.0,1.39,0.0,0.0
North Macedonia,2000,0.0,0.0,0.0,1.17,MKD,0.0,1.17,0.0,0.0
North Macedonia,2001,0.0,0.0,0.0,0.626,MKD,0.0,0.63,0.0,0.0
North Macedonia,2002,0.0,0.0,0.0,0.757,MKD,0.0,0.76,0.0,0.0
North Macedonia,2003,0.0,0.0,0.0,1.374,MKD,0.0,1.37,0.0,0.0
North Macedonia,2004,0.0,0.0,0.0,1.482,MKD,0.0,1.48,0.0,0.0
North Macedonia,2005,0.0,0.0,0.0,1.492,MKD,0.0,1.49,0.0,0.0
North Macedonia,2006,0.0,0.0,0.0,1.65,MKD,0.0,1.65,0.0,0.0
North Macedonia,2007,0.0,0.0,0.0,1.01,MKD,0.0,1.01,0.0,0.0
North Macedonia,2008,0.0,0.0,0.0,0.84,MKD,0.0,0.84,0.0,0.0
North Macedonia,2009,0.0,0.0,0.0,1.27,MKD,0.0,1.27,0.0,0.0
North Macedonia,2010,0.0,2.6e-05,0.0,2.431,MKD,0.0,2.43,0.0,0.0
North Macedonia,2011,0.0,0.001173,0.0,1.433,MKD,0.0,1.43,0.0,0.0
North Macedonia,2012,0.0,0.002836,0.0,1.041,MKD,0.0,1.04,0.0,0.0
North Macedonia,2013,0.0,0.009051,0.0,1.583967,MKD,0.0,1.58,0.01,0.0
North Macedonia,2014,0.070633,0.014382,0.0,1.206651,MKD,0.07,1.21,0.01,0.0
North Macedonia,2015,0.120767,0.0226,0.020219,1.865193,MKD,0.12,1.87,0.02,0.02
North Macedonia,2016,0.109483,0.0237,0.036033,1.897345,MKD,0.11,1.9,0.02,0.04
North Macedonia,2017,0.11048,0.023751,0.051551,1.110279,MKD,0.11,1.11,0.02,0.05
North Macedonia,2018,0.097338,0.022788,0.05405,1.791368,MKD,0.1,1.79,0.02,0.05
North Macedonia,2019,0.101806,0.023227,0.055103,1.163674,MKD,0.1,1.16,0.02,0.06
North Macedonia,2020,0.116885,0.023537,0.057298,1.277143,MKD,0.12,1.28,0.02,0.06
Norway,1990,0.0,0.0,0.213,121.145,NOR,0.0,121.14,0.0,0.21
Norway,1991,0.0,0.0,0.209,110.134,NOR,0.0,110.13,0.0,0.21
Norway,1992,0.0,0.0,0.227,116.671,NOR,0.0,116.67,0.0,0.23
Norway,1993,0.0,0.0,0.243,119.233,NOR,0.01,119.23,0.0,0.24
Norway,1994,0.0,0.0,0.27,111.643,NOR,0.01,111.64,0.0,0.27
Norway,1995,0.0,0.0,0.289,121.53,NOR,0.01,121.53,0.0,0.29
Norway,1996,0.0,0.0,0.303,103.862,NOR,0.01,103.86,0.0,0.3
Norway,1997,0.0,0.0,0.241,109.775,NOR,0.01,109.78,0.0,0.24
Norway,1998,0.0,0.0,0.27,115.703,NOR,0.01,115.7,0.0,0.27
Norway,1999,0.014276,0.0,0.273,121.452,NOR,0.03,121.45,0.0,0.27
Norway,2000,0.030199,0.0053,0.256,141.818,NOR,0.03,141.82,0.0,0.26
Norway,2001,0.028758,0.0053,0.255,120.463,NOR,0.03,120.46,0.0,0.25
Norway,2002,0.038903,0.0053,0.25,129.372,NOR,0.08,129.37,0.0,0.25
Norway,2003,0.219796,0.0062,0.33,105.48,NOR,0.22,105.48,0.0,0.33
Norway,2004,0.259519,0.0062,0.359,108.781,NOR,0.25,108.78,0.0,0.36
Norway,2005,0.50703,0.0062,0.333,135.688,NOR,0.5,135.69,0.0,0.33
Norway,2006,0.636,0.0071,0.388,119.369,NOR,0.64,119.37,0.0,0.39
Norway,2007,0.892,0.0071,0.386,133.656,NOR,0.89,133.66,0.0,0.39
